anomes_abt,id_cliente,nome,idade,tempo_de_conta_em_anos,segmento,att_vinculo_empregaticio,vinculo_empregaticio,salario_estimado,saldo_em_conta,reng_ult_3_meses,contato_ult_3meses,qtd_contratos_em_atraso,saldo_em_atraso,combo_produtos_em_atraso,maior_atraso,renegociou_no_mes_seguinte
202302,712295241,Isis Pimenta,33,15,IA,0,Desempregado,0.0,21.72205571626895,0,1,5,1584.107996309945,"IMOBILIARIO, VEICULO",74,0
202303,241103890,Sr. Igor Sá,64,46,IA,0,Empregado,6490.106386743586,1803.533653002394,1,1,2,30634.57084287068,"VEICULO, IMOBILIARIO, CARTAO",78,0
202306,182640273,Isaac Caldeira,50,32,IU,0,Desempregado,0.0,373.661541228482,0,1,4,13024.256236415422,"IMOBILIARIO, VEICULO, CARTAO",73,0
202304,383433883,Eduardo Cavalcante,67,49,IU,0,Desempregado,0.0,293.5888309572409,0,0,5,36372.58534446727,"IMOBILIARIO, VEICULO, CARTAO",7,0
202301,286081575,Dr. Luiz Otávio Pinto,35,17,IU,0,Empregado,19854.81754175193,4210.068004755307,0,1,3,41024.60657472088,"CARTAO, IMOBILIARIO, VEICULO",6,1
202306,525577766,Isaque Fonseca,24,6,IA,0,Empregado,2516.214473419905,421.8328914256699,0,0,1,4767.05751217636,"IMOBILIARIO, VEICULO, CARTAO",93,1
202301,845282268,Ana Clara Monteiro,35,17,IU,0,Empregado,,,1,0,4,49081.05046928029,"VEICULO, IMOBILIARIO, CARTAO",85,1
202304,719823103,Aurora Rezende,68,50,IU,0,Empregado,19221.669665564143,6511.99071997281,0,0,1,38695.871328639936,"CARTAO, VEICULO, IMOBILIARIO",24,1
202304,383975609,José Pedro Dias,45,27,IP,0,Empregado,23372.283740436265,4721.795060416745,0,0,5,27764.810821030693,VEICULO,19,0
202304,865370460,Paulo Souza,56,38,IA,0,Autônomo,19560.071903733377,29324.042000067988,0,1,2,39614.164320932905,VEICULO,49,0
202301,394721069,Matteo Freitas,67,49,IA,0,Autônomo,4681.356205384477,21124.159064752734,0,0,5,22438.801443146072,"VEICULO, CARTAO, IMOBILIARIO",64,0
202301,620936747,Catarina Viana,28,10,IP,0,Autônomo,4747.161536824048,29812.8113891137,1,1,4,13083.174605070351,CARTAO,86,1
202301,283914316,Gabriel Moraes,27,9,IA,1,Empregado,2164.054347458872,504.270599745589,0,0,3,18937.876113692888,"IMOBILIARIO, VEICULO",74,1
202306,548910110,Ravy da Rosa,26,8,IA,0,Empregado,,,0,1,3,18775.39923561764,"IMOBILIARIO, CARTAO, VEICULO",20,1
202304,521858779,Fernando Costa,31,13,IU,0,Empregado,15629.010174625017,3726.567379710999,1,0,5,12926.394652020776,IMOBILIARIO,45,0
202306,920819251,Sra. Esther Araújo,34,16,IP,0,Empregado,27172.00518937524,4586.415197501529,0,1,5,31222.071601634925,CARTAO,4,0
202305,337856110,Ravi Lucca Vargas,26,8,IP,0,Empregado,26699.48285681055,5076.161683762146,0,0,2,29627.50639622962,"VEICULO, IMOBILIARIO",108,0
202302,705620940,Arthur Miguel Costela,48,30,IP,1,Empregado,,,0,0,1,18533.1495852072,"IMOBILIARIO, CARTAO",101,1
202306,999423880,Gael Henrique Siqueira,57,39,IU,0,Desempregado,,144.00567350449478,0,0,4,16886.96036382253,"VEICULO, CARTAO, IMOBILIARIO",54,0
202301,617456619,Isadora Martins,33,15,IA,0,Empregado,3260.629462958176,852.371363806665,0,0,3,49119.52245025525,"CARTAO, IMOBILIARIO",83,0
202306,815507083,Davi Albuquerque,37,19,IP,0,Empregado,22217.039570973782,6204.115847668573,1,0,4,30561.00452923381,"VEICULO, CARTAO",34,0
202302,435660989,Bento Rios,18,0,IP,0,Empregado,29822.843805528228,6716.781444465596,0,0,5,18119.351954449863,"CARTAO, VEICULO, IMOBILIARIO",4,1
202302,376050957,Benjamin Nascimento,70,52,IA,0,Empregado,,,1,0,4,31236.416149775192,CARTAO,95,0
202301,979392736,Srta. Luna Cirino,23,5,IA,0,Empregado,3627.9162274538735,1154.69761752313,0,1,5,40791.54985941815,CARTAO,77,0
202302,567765118,Rafaela Costela,49,31,IP,0,Desempregado,0.0,68.37127012760047,0,0,2,7782.483031348466,"IMOBILIARIO, VEICULO, CARTAO",117,0
202302,748245888,Benjamin da Cruz,30,12,IU,0,Empregado,17414.207856093024,4724.473764991328,0,0,5,26657.78140547184,IMOBILIARIO,120,0
202306,114925291,Isabella Cirino,27,9,IA,0,Empregado,5261.07096185939,1404.319473431504,0,0,5,15039.545142559862,"IMOBILIARIO, VEICULO, CARTAO",5,1
202306,195739677,Catarina Marques,43,25,IU,0,Empregado,16522.588644726817,5809.114610776375,0,0,1,41411.53268084877,IMOBILIARIO,13,0
202302,174263347,Lara Sampaio,51,33,IU,0,Desempregado,0.0,744.3770119799984,1,0,5,18816.022618397183,"IMOBILIARIO, VEICULO, CARTAO",104,0
202302,744798912,Dr. Gabriel Silveira,56,38,IA,0,Empregado,2605.581726385365,1032.047706208868,0,0,4,28813.94316152053,"IMOBILIARIO, CARTAO",115,0
202306,538127880,Luana das Neves,63,45,IP,0,Empregado,23542.008768734377,4979.640419318956,0,1,2,31906.07968551308,"VEICULO, IMOBILIARIO",32,1
202305,128894028,Pedro Silveira,58,41,IU,1,Empregado,13661.563507699771,1897.1117247683085,0,0,1,1491.486148230559,"CARTAO, IMOBILIARIO",17,1
202306,876357815,Vitor Gabriel Caldeira,65,47,IP,0,Empregado,29392.95823275514,7024.312721872517,1,0,2,42452.99868533329,CARTAO,45,0
202305,785722215,Maria Liz Cassiano,43,25,IU,0,Empregado,16002.240467081836,5825.317054958774,0,1,3,6136.028836081752,"IMOBILIARIO, CARTAO",50,1
202303,298780971,Luiz Otávio Duarte,70,52,IU,0,Empregado,,,1,0,2,49330.61076701748,"CARTAO, IMOBILIARIO",38,1
202305,153364641,José Miguel Teixeira,53,34,IU,0,Desempregado,0.0,977.7946236106792,0,0,5,4107.30249050694,"IMOBILIARIO, CARTAO",65,0
202303,606552412,Bruno Fernandes,34,16,IA,0,Empregado,6079.837803441695,1899.2033393840877,0,1,4,44055.14725079408,"CARTAO, VEICULO",29,0
202303,375315150,Stephany Castro,39,21,IA,0,Empregado,9754.01714350024,1474.663903977677,1,0,5,9499.728163787808,"IMOBILIARIO, VEICULO, CARTAO",90,1
202301,697560110,Dra. Yasmin Andrade,25,7,IA,0,Desempregado,,295.5382824332116,1,1,4,25570.201467279698,"CARTAO, VEICULO, IMOBILIARIO",98,0
202303,729625164,Manuela Sá,34,16,IA,0,Autônomo,8600.0129670441,1354.1157173003892,0,0,1,24372.16689426517,"IMOBILIARIO, CARTAO",11,0
202301,437710224,Luiz Gustavo Ribeiro,67,49,IA,0,Empregado,2387.93898883936,288.99926819930306,1,0,5,22693.792514418343,"IMOBILIARIO, CARTAO",101,1
202304,890392552,Caleb Lopes,63,45,IU,0,Empregado,17792.864776183862,2677.237693545616,0,1,5,15914.74676112407,"IMOBILIARIO, VEICULO, CARTAO",103,0
202304,897669938,Agatha Sá,50,32,IP,0,Empregado,21237.063536526155,6977.394469236325,1,1,1,21212.47077182117,"CARTAO, IMOBILIARIO, VEICULO",11,1
202304,819505076,Fernando Montenegro,31,13,IA,0,Empregado,3289.5821699404314,566.0433308934782,0,0,5,7958.156281118082,"VEICULO, CARTAO, IMOBILIARIO",58,1
202306,863822586,Isabel Farias,25,7,IP,0,Desempregado,,373.2515706698608,1,0,4,46532.221753482525,VEICULO,5,0
202305,640181703,Gabrielly Moraes,33,15,IA,0,Autônomo,,31755.706530827996,0,0,1,21797.857794204177,"CARTAO, VEICULO, IMOBILIARIO",45,1
202306,505373244,Alexandre Dias,34,16,IU,1,Empregado,18015.25296722469,3963.797449925437,0,1,1,41278.384254225246,"CARTAO, VEICULO",11,0
202305,609903152,Igor Fernandes,36,18,IP,0,Autônomo,15690.188340776942,10912.27164247883,1,1,5,33564.03617363988,"CARTAO, VEICULO, IMOBILIARIO",115,0
202306,884973195,Gabriela Carvalho,56,38,IA,0,Empregado,3373.0604802821026,955.7714565472248,0,0,4,34552.59738132983,"CARTAO, IMOBILIARIO",97,0
202305,107750253,Clara Souza,36,18,IP,1,Empregado,28255.003708128417,10643.636505485716,0,0,1,29422.537030280848,"IMOBILIARIO, CARTAO, VEICULO",70,0
202304,386833451,Stella Cavalcante,22,4,IU,0,Empregado,14178.313858073518,5865.270933596739,0,0,3,28069.97379589094,"CARTAO, IMOBILIARIO, VEICULO",110,1
202305,967104740,Zoe Camargo,36,17,IA,0,Empregado,2789.050802528999,617.4679938393169,1,0,1,11944.478597589648,"IMOBILIARIO, CARTAO, VEICULO",82,0
202302,678269954,Sra. Ana Sophia Farias,69,51,IU,0,Empregado,17812.3563308621,5681.608688376006,0,0,2,39855.60453844437,"VEICULO, CARTAO, IMOBILIARIO",29,1
202303,461029295,Maria Luísa Souza,60,42,IU,0,Desempregado,0.0,283.77984743936946,0,0,1,2112.8625597965097,IMOBILIARIO,6,0
202306,379995032,Enzo Gabriel Oliveira,33,15,IU,0,Empregado,16758.7895617325,2665.672096438157,0,0,2,20251.8191707215,"CARTAO, VEICULO, IMOBILIARIO",23,1
202304,549663009,Levi Duarte,25,7,IA,0,Empregado,6681.830652558011,1523.7978400017062,0,0,1,12464.41415583883,"IMOBILIARIO, CARTAO",4,1
202306,295970609,Cecília Machado,50,32,IA,1,Empregado,8395.666338889912,2102.3519754253853,1,0,4,23741.84529364237,CARTAO,112,0
202305,440654607,Dra. Laís da Rocha,52,34,IU,0,Autônomo,12114.089546692978,6764.0834896645465,0,0,1,19169.50347134684,"CARTAO, VEICULO, IMOBILIARIO",36,0
202304,579787128,Juliana Viana,25,7,IA,0,Desempregado,,565.7652995428817,0,0,1,7012.203659454181,"IMOBILIARIO, CARTAO",80,0
202306,941494246,Maitê Rios,44,26,IU,0,Autônomo,4423.404532110915,29731.737927802795,0,1,2,35317.88170432845,"VEICULO, CARTAO, IMOBILIARIO",78,0
202306,503190749,Davi Luiz Macedo,39,21,IP,0,Empregado,25314.411317539663,6680.968774736696,0,0,2,38855.616307724165,CARTAO,27,0
202301,765422025,Otávio Ferreira,63,45,IA,1,Desempregado,0.0,323.96171002087056,0,1,2,21815.795151085244,"CARTAO, IMOBILIARIO",53,0
202302,411203623,Gabriela Câmara,23,5,IA,0,Autônomo,3773.229790639578,3177.703921830125,0,0,4,23513.619887594497,CARTAO,40,0
202302,734966253,Bruno Peixoto,24,6,IU,0,Empregado,17353.294801366388,3472.2272025933034,0,1,5,49396.41411528075,CARTAO,82,0
202303,391174824,Juliana da Conceição,25,8,IU,0,Empregado,18462.584517423697,4947.614018598205,0,0,2,27816.651228879207,"CARTAO, IMOBILIARIO",7,0
202301,788165352,Alana Vargas,64,46,IA,0,Empregado,,,0,0,5,14402.2639802229,"CARTAO, VEICULO, IMOBILIARIO",120,1
202304,743927366,Mariah Silva,29,11,IU,0,Empregado,15818.443090920471,5091.899896845009,0,0,5,22393.943548204767,"CARTAO, VEICULO",46,0
202302,152705290,Kevin da Mata,32,14,IU,0,Empregado,19211.524097011905,6572.051760728411,0,0,4,5834.27302851703,"IMOBILIARIO, VEICULO, CARTAO",81,1
202304,707620091,Arthur Miguel Costela,23,5,IU,0,Empregado,,,0,0,2,6689.173813330436,"CARTAO, IMOBILIARIO",107,1
202301,172251203,Dr. Yan Pimenta,51,33,IA,0,Empregado,8899.92988170405,1260.408580595922,1,0,5,44558.23511874537,"CARTAO, VEICULO",97,0
202301,634520326,Bryan Cardoso,40,22,IA,0,Empregado,4489.083773024328,1396.522145690876,0,0,3,29593.443527957068,"VEICULO, IMOBILIARIO, CARTAO",63,0
202303,248434765,Gael Henrique Silveira,26,8,IU,0,Empregado,17002.681587469837,2994.180393431003,0,1,1,41469.412994877086,CARTAO,9,0
202305,200600013,Pedro Henrique da Rosa,55,37,IP,0,Empregado,25246.117422548585,2901.9300353635035,0,0,4,36691.2340204356,"VEICULO, IMOBILIARIO",79,0
202301,852837482,Arthur Miguel Pereira,47,29,IA,0,Empregado,,,0,1,4,24492.19077704622,"IMOBILIARIO, CARTAO, VEICULO",17,1
202302,855451057,Dr. Apollo Macedo,32,14,IA,0,Empregado,3990.498309755088,1181.0489528862722,0,0,1,5674.938387443095,IMOBILIARIO,92,0
202306,709334500,Esther Abreu,28,10,IU,0,Autônomo,29651.56659739337,15819.1642162564,0,0,2,6610.898988362906,CARTAO,41,0
202304,958628444,Bruna Fogaça,34,16,IA,0,Empregado,5427.65329548388,1630.0901742866558,1,0,1,12559.91485219359,"CARTAO, IMOBILIARIO",33,0
202304,342907257,Rodrigo Martins,31,14,IP,0,Autônomo,3218.237720885856,8468.871910403797,0,0,2,48817.85471216762,CARTAO,35,0
202305,770306614,Camila Mendonça,55,37,IP,0,Autônomo,22851.250045494624,18836.70804786311,0,1,1,32346.75829996794,"CARTAO, VEICULO",117,0
202304,859252392,Caleb Peixoto,60,42,IU,0,Empregado,10799.071287946348,3082.6353233143523,0,0,5,41825.531178425765,"IMOBILIARIO, CARTAO, VEICULO",115,0
202302,681703098,Sr. João Lucas Cardoso,24,6,IA,0,Empregado,6573.414877128301,1404.868349995544,1,0,5,36293.3922041451,"CARTAO, IMOBILIARIO",118,0
202302,140511695,Ravi Barbosa,32,14,IP,0,Autônomo,18422.597084833676,13841.43184747069,0,1,4,12877.047931022278,"VEICULO, IMOBILIARIO",40,1
202306,597528007,Agatha da Costa,25,7,IP,0,Desempregado,0.0,423.9681218219298,0,1,4,49609.92063840644,"IMOBILIARIO, VEICULO",49,0
202303,414644549,Emanuelly Sampaio,33,15,IA,0,Desempregado,0.0,297.18664800421726,1,0,1,12794.315318332005,"IMOBILIARIO, CARTAO, VEICULO",55,0
202302,143650990,Hellena Azevedo,38,20,IA,0,Empregado,,,0,0,2,43850.80264516199,VEICULO,113,0
202301,701830311,Diego Martins,25,7,IP,0,Empregado,23742.96779738998,9312.3267954721,0,0,5,47923.84268477222,IMOBILIARIO,78,0
202301,376070762,Isabelly Silveira,23,5,IP,0,Empregado,29869.332618337896,10089.301566818174,0,1,5,14436.839452988032,IMOBILIARIO,5,1
202305,345554374,Arthur Rios,32,14,IA,0,Desempregado,0.0,311.9992502965139,0,0,3,41947.91808169117,VEICULO,86,0
202302,572244154,Vicente Borges,24,6,IA,1,Autônomo,6643.082545046823,4225.7670962970105,0,0,5,26553.96349587912,"VEICULO, CARTAO, IMOBILIARIO",95,0
202305,174108740,Erick Viana,62,44,IA,0,Empregado,5971.630082305152,1437.7606388016668,0,1,5,26102.52683455153,"IMOBILIARIO, CARTAO, VEICULO",63,0
202301,914437908,Pedro Lucas Machado,24,6,IA,0,Empregado,2270.783095202541,480.6939744459458,0,0,2,44505.00658926304,"CARTAO, IMOBILIARIO, VEICULO",8,0
202301,316403562,Dr. André Dias,66,48,IU,0,Empregado,18759.14428074452,5453.554609284363,1,1,5,46626.71828983959,"CARTAO, VEICULO, IMOBILIARIO",24,1
202306,679006009,Ravi Borges,28,10,IA,0,Empregado,4873.265967708085,1479.6834299366362,0,0,1,32135.48087518673,"VEICULO, CARTAO, IMOBILIARIO",47,0
202304,843965556,Daniel Lopes,26,8,IA,0,Empregado,,,0,0,4,5119.429654583078,"CARTAO, VEICULO",23,0
202302,460507309,Rafaela Correia,28,10,IA,0,Desempregado,0.0,674.382193232738,0,0,5,7201.327510136418,"IMOBILIARIO, CARTAO, VEICULO",119,0
202305,900652945,Murilo Costela,24,7,IU,0,Desempregado,0.0,688.1292087408445,0,0,2,4773.325669875658,"CARTAO, IMOBILIARIO",89,1
202305,755610509,Isaque Pires,33,15,IA,0,Desempregado,,160.80797242938917,0,0,2,34388.89646397327,"IMOBILIARIO, CARTAO, VEICULO",3,1
202303,966998486,Nathan Cirino,48,30,IA,0,Desempregado,0.0,263.4489201180992,0,0,3,20351.654953491023,"VEICULO, IMOBILIARIO",99,0
202302,701265633,Dr. Raul Machado,33,15,IA,0,Empregado,3928.720629547854,1209.9748524764718,0,0,2,10294.532896961104,IMOBILIARIO,45,0
202302,731415413,Daniela Pereira,33,15,IA,0,Empregado,,,0,0,5,20907.054443697845,CARTAO,94,0
202301,994253959,Srta. Maria Liz das Neves,27,9,IP,0,Empregado,29026.75459963567,6992.397033716257,1,0,2,12983.393278975374,"IMOBILIARIO, VEICULO, CARTAO",17,0
202301,717292351,Isabela Pinto,68,49,IP,0,Empregado,24995.558714010192,7860.481019373965,1,0,3,21649.304749614188,IMOBILIARIO,96,1
202301,406292586,Joana Moura,34,16,IA,1,Empregado,9110.784367051814,2916.476716650308,0,0,4,33910.571508275105,"CARTAO, IMOBILIARIO",83,1
202301,945275372,Heloisa da Paz,32,14,IU,0,Empregado,18919.911939460377,3308.34183079511,0,0,5,25906.715877289185,"IMOBILIARIO, CARTAO, VEICULO",42,1
202303,928493968,Enzo Gabriel Lopes,21,3,IA,0,Empregado,5923.744354554492,724.0078972996221,0,0,3,47770.64394909448,"IMOBILIARIO, VEICULO",91,0
202301,832077572,Vitória Moraes,34,16,IA,0,Desempregado,0.0,316.06877060811854,0,0,4,9365.083084843332,IMOBILIARIO,109,0
202306,971781576,Pietra Fonseca,33,15,IU,0,Empregado,12356.473665063662,3357.841613910374,1,0,2,38148.52742454119,CARTAO,32,0
202306,843791166,Srta. Liz Peixoto,21,3,IA,1,Empregado,8681.171541486465,1992.8363985298076,0,0,1,42229.47729573646,"VEICULO, IMOBILIARIO",30,0
202303,346143073,Bárbara Costela,56,38,IA,0,Empregado,3831.315758739927,514.0164298916362,0,0,3,16614.336540944867,CARTAO,64,0
202306,316000651,Yasmin Mendonça,23,5,IU,0,Empregado,10115.147384356243,3461.06860920115,0,0,4,23163.90256803354,VEICULO,61,0
202305,385894632,Léo Almeida,34,15,IU,0,Empregado,19320.545326105406,2927.628591104285,0,0,5,14382.756780068195,"VEICULO, IMOBILIARIO",7,0
202306,896697612,Ravy Cardoso,23,5,IA,0,Empregado,3026.773321056626,915.1675569326234,1,0,3,19069.480148987277,IMOBILIARIO,46,0
202306,927200957,Gael Henrique da Costa,56,38,IA,0,Empregado,5511.4356756736815,1498.2459489817056,1,0,3,3576.224242481233,"VEICULO, CARTAO",86,0
202303,744619070,Vitor Gabriel Fonseca,71,53,IP,0,Empregado,29415.675220091005,9499.79916935468,0,0,2,49717.89268071733,"CARTAO, VEICULO",118,0
202306,453536775,André Sampaio,58,40,IA,0,Empregado,7761.491855056472,2817.36402403116,0,1,4,33475.526692822226,"VEICULO, CARTAO, IMOBILIARIO",35,0
202306,412040827,Pedro Lucas Fernandes,26,8,IP,0,Empregado,22286.851457196663,2685.620162985343,1,1,3,34088.595350499854,VEICULO,28,0
202301,423036899,Sr. Samuel da Luz,65,47,IU,0,Empregado,10660.718235078084,2054.513989709569,1,0,2,18570.30708534849,"CARTAO, IMOBILIARIO, VEICULO",60,1
202301,766345503,Helena Gomes,61,43,IU,0,Empregado,,,0,0,3,3633.194255344841,IMOBILIARIO,9,1
202301,672915779,Stephany Casa Grande,25,7,IA,0,Desempregado,0.0,64.03512914070242,0,0,1,40333.64626171159,"CARTAO, IMOBILIARIO",59,0
202306,435207126,Diogo Aragão,60,42,IU,0,Autônomo,8976.475935386334,8439.289417419302,1,1,5,23089.060758234336,"VEICULO, IMOBILIARIO",116,0
202303,305476499,Luan Vieira,24,6,IU,0,Empregado,13372.81195241056,4779.736244252771,1,0,1,41693.275792757646,"VEICULO, CARTAO, IMOBILIARIO",76,0
202306,466917992,Maria Pires,32,14,IA,0,Desempregado,0.0,967.8355819126982,0,0,2,40247.71178644311,IMOBILIARIO,24,0
202301,116043585,Heloísa Ferreira,22,4,IA,0,Empregado,5718.142043112393,2242.747258875385,0,0,1,19876.43346742791,"IMOBILIARIO, CARTAO",64,1
202302,113689561,Yago Cassiano,27,9,IA,0,Empregado,5338.395633311616,1651.618918908791,1,0,4,42414.65105789711,"CARTAO, VEICULO, IMOBILIARIO",57,0
202305,841614639,Maria Liz Pimenta,43,25,IU,0,Empregado,11504.399897486835,3837.7127185166446,1,1,3,47591.19191653297,"CARTAO, VEICULO",16,0
202302,912199202,Eloah Pacheco,24,6,IA,0,Empregado,5527.656536004271,2186.2763830634917,0,0,4,19485.62765454403,"IMOBILIARIO, CARTAO, VEICULO",34,0
202305,652738881,Isaque Cirino,54,36,IA,1,Empregado,6607.756295666666,2023.030835216807,0,0,1,32305.25491450068,"CARTAO, VEICULO, IMOBILIARIO",97,1
202301,252382077,Agatha Azevedo,40,22,IA,0,Empregado,,,0,1,2,4705.766987953633,"IMOBILIARIO, CARTAO",71,1
202304,394557421,Leandro da Mota,32,15,IA,1,Empregado,9387.896229489988,1090.135412628099,0,0,4,30501.279060436744,"CARTAO, IMOBILIARIO, VEICULO",44,0
202304,349946179,Elisa Garcia,29,11,IU,0,Empregado,12988.799846255357,3900.6415781211927,1,0,4,4545.747772330227,CARTAO,98,0
202305,739283070,Renan Pastor,24,6,IA,0,Empregado,7289.2686827334,2902.4708420550205,0,1,5,17998.88300369544,"CARTAO, VEICULO, IMOBILIARIO",84,0
202302,575176523,Luiz Miguel da Paz,24,6,IP,0,Empregado,29134.50555717104,5618.760032425786,1,0,3,1204.7996943028172,IMOBILIARIO,115,1
202303,642921456,Nicole Montenegro,29,11,IU,0,Desempregado,,639.5644040038868,0,0,4,22254.618117394453,"VEICULO, CARTAO",41,0
202303,858545135,Sr. Benício Vargas,67,49,IA,0,Desempregado,0.0,603.1741889776785,1,1,3,27523.197224148546,IMOBILIARIO,85,1
202304,867813373,Alexia Vasconcelos,29,11,IP,0,Empregado,23617.588565498627,3526.581713633115,0,0,2,31079.0123860827,CARTAO,30,0
202305,810594320,Sophie Brito,40,21,IU,0,Empregado,18867.585130899774,6170.985028857329,0,1,1,10269.195885626854,VEICULO,63,0
202306,762010082,Heloisa Barros,31,14,IA,0,Empregado,4204.61123412992,974.195861442973,0,0,5,46873.19184530386,"IMOBILIARIO, CARTAO",34,0
202304,452503704,Manuella Nascimento,60,42,IA,1,Empregado,9136.27748654948,3116.802751929423,1,0,5,35311.91955842399,"VEICULO, IMOBILIARIO",68,0
202306,172221238,José Campos,19,1,IU,0,Empregado,13676.35986267072,2646.9615258383874,0,0,5,25775.6590340178,"VEICULO, CARTAO, IMOBILIARIO",26,0
202302,660474157,Ana Luiza Borges,52,34,IP,0,Desempregado,0.0,610.237806987434,0,1,1,34731.81089478236,"CARTAO, VEICULO",52,0
202301,304917571,Maria Fernanda das Neves,45,27,IU,0,Empregado,11644.2988213211,4258.13477390846,0,0,1,1572.9030112516955,IMOBILIARIO,104,1
202302,893378025,Bella Almeida,34,16,IP,0,Empregado,24841.890013861757,6868.251642209068,1,0,2,25821.05903091022,"IMOBILIARIO, VEICULO",34,0
202302,466573742,Ravi Lucca Cunha,63,45,IA,0,Empregado,7671.714456212383,2480.013300620838,1,1,3,20822.1735614348,IMOBILIARIO,34,0
202301,542354671,Vinícius Oliveira,30,12,IU,0,Autônomo,4535.94665500005,10017.541897065696,0,0,3,45896.09190255673,IMOBILIARIO,13,0
202301,809069927,Pedro Miguel da Conceição,25,7,IA,0,Empregado,7002.938456351032,2771.020111608992,1,0,5,21975.09958039596,VEICULO,111,0
202303,749790823,Valentim Barbosa,59,41,IA,0,Empregado,5257.173845467382,999.558443672431,0,1,4,7359.921147843778,CARTAO,10,0
202302,704061962,Elisa Lopes,37,19,IU,1,Empregado,10569.163735545795,4426.818501328706,0,1,2,39571.252875431484,"CARTAO, IMOBILIARIO",80,0
202306,323875474,Sra. Maria Vitória Pimenta,28,10,IU,1,Empregado,16921.67461663442,2181.356671835916,0,0,1,34531.18957246802,VEICULO,92,0
202302,501271767,João Felipe da Mata,43,25,IU,0,Empregado,14630.809865324418,4967.100098489674,0,1,5,49276.47316349047,"IMOBILIARIO, CARTAO",109,0
202306,589699949,Rebeca Ribeiro,68,50,IA,0,Desempregado,0.0,227.17410198066145,0,0,2,34877.6620978704,VEICULO,15,0
202303,668314010,Thiago Pinto,33,15,IU,0,Empregado,10747.167602648744,3326.3281924123107,0,0,4,13855.24625703571,"VEICULO, CARTAO, IMOBILIARIO",39,0
202306,804570409,Joana Gomes,65,47,IA,0,Empregado,8916.272253247455,1807.2234596403068,0,1,3,24942.95518148609,CARTAO,74,0
202306,429949235,Jade Caldeira,63,45,IU,0,Empregado,15891.530102350644,4715.112832064624,0,1,1,2210.717494792554,"IMOBILIARIO, CARTAO",3,1
202305,775766907,Antônio Nunes,53,35,IU,0,Empregado,17203.60876956363,3648.365290650468,0,1,2,11401.08512575769,"CARTAO, IMOBILIARIO, VEICULO",95,1
202305,139349446,Benício Silva,29,11,IA,1,Desempregado,0.0,347.1414698627372,0,0,2,26777.285313523906,"VEICULO, CARTAO",118,0
202306,122344090,Liz Campos,28,10,IU,0,Empregado,,,0,0,4,17086.77490554666,"IMOBILIARIO, VEICULO, CARTAO",55,1
202304,443462060,Alexia Teixeira,27,9,IP,0,Empregado,23061.606802829443,7754.766173172123,0,1,2,23289.049729759125,"CARTAO, IMOBILIARIO",73,1
